timestamp,hour,day_of_week,month,is_weekend,weather_code,weather,event,mall_capacity,mall_occupied,mall_available,mall_occupancy,hospital_capacity,hospital_occupied,hospital_available,hospital_occupancy,office_capacity,office_occupied,office_available,office_occupancy,station_capacity,station_occupied,station_available,station_occupancy,market_capacity,market_occupied,market_available,market_occupancy,airport_capacity,airport_occupied,airport_available,airport_occupancy,total_capacity,total_occupied,total_available,total_occupancy
2023-01-02 07:00:00,7,0,1,0,0,clear,0,500,320,180,0.64,300,179,121,0.599,400,62,338,0.157,250,154,96,0.616,200,74,126,0.372,600,240,360,0.402,2250,1029,1221,0.457
2023-01-02 08:00:00,8,0,1,0,1,rain,0,500,276,224,0.554,300,174,126,0.583,400,188,212,0.471,250,125,125,0.504,200,65,135,0.326,600,200,400,0.334,2250,1028,1222,0.457
2023-01-02 09:00:00,9,0,1,0,2,heavy_rain,0,500,267,233,0.535,300,123,177,0.413,400,186,214,0.467,250,146,104,0.585,200,84,116,0.423,600,193,407,0.322,2250,999,1251,0.444
2023-01-02 10:00:00,10,0,1,0,0,clear,0,500,412,88,0.826,300,178,122,0.596,400,298,102,0.746,250,92,158,0.37,200,106,94,0.532,600,225,375,0.377,2250,1311,939,0.583
2023-01-02 11:00:00,11,0,1,0,1,rain,0,500,355,145,0.711,300,134,166,0.448,400,260,140,0.652,250,69,181,0.277,200,79,121,0.395,600,170,430,0.284,2250,1067,1183,0.474
2023-01-02 12:00:00,12,0,1,0,1,rain,0,500,417,83,0.835,300,144,156,0.483,400,270,130,0.676,250,98,152,0.395,200,102,98,0.514,600,179,421,0.299,2250,1210,1040,0.538
2023-01-02 13:00:00,13,0,1,0,1,rain,0,500,393,107,0.786,300,161,139,0.538,400,282,118,0.706,250,101,149,0.407,200,105,95,0.529,600,175,425,0.292,2250,1217,1033,0.541
2023-01-02 14:00:00,14,0,1,0,2,heavy_rain,0,500,304,196,0.61,300,161,139,0.538,400,181,219,0.454,250,78,172,0.312,200,73,127,0.367,600,183,417,0.307,2250,980,1270,0.436
2023-01-02 15:00:00,15,0,1,0,0,clear,0,500,330,170,0.661,300,154,146,0.516,400,284,116,0.711,250,100,150,0.401,200,121,79,0.605,600,242,358,0.403,2250,1231,1019,0.547
2023-01-02 16:00:00,16,0,1,0,1,rain,0,500,293,207,0.586,300,183,117,0.612,400,229,171,0.574,250,60,190,0.24,200,100,100,0.502,600,229,371,0.383,2250,1094,1156,0.486
2023-01-02 17:00:00,17,0,1,0,0,clear,0,500,493,7,0.987,300,166,134,0.555,400,374,26,0.935,250,212,38,0.851,200,130,70,0.651,600,249,351,0.416,2250,1624,626,0.722
2023-01-02 18:00:00,18,0,1,0,0,clear,0,500,454,46,0.91,300,193,107,0.645,400,346,54,0.867,250,245,5,0.982,200,132,68,0.663,600,268,332,0.447,2250,1638,612,0.728
2023-01-02 19:00:00,19,0,1,0,0,clear,0,500,487,13,0.974,300,194,106,0.648,400,87,313,0.219,250,214,36,0.856,200,138,62,0.692,600,209,391,0.35,2250,1329,921,0.591
2023-01-02 20:00:00,20,0,1,0,0,clear,0,500,349,151,0.699,300,204,96,0.68,400,61,339,0.154,250,109,141,0.438,200,81,119,0.406,600,176,424,0.294,2250,980,1270,0.436
2023-01-02 21:00:00,21,0,1,0,0,clear,0,500,304,196,0.609,300,151,149,0.507,400,73,327,0.184,250,93,157,0.375,200,85,115,0.428,600,182,418,0.304,2250,888,1362,0.395
2023-01-02 22:00:00,22,0,1,0,1,rain,0,500,68,432,0.137,300,144,156,0.48,400,35,365,0.088,250,21,229,0.088,200,14,186,0.072,600,145,455,0.242,2250,427,1823,0.19
2023-01-02 23:00:00,23,0,1,0,0,clear,0,500,92,408,0.184,300,173,127,0.579,400,55,345,0.14,250,35,215,0.14,200,36,164,0.184,600,196,404,0.328,2250,587,1663,0.261
2023-01-03 00:00:00,0,1,1,0,0,clear,0,500,25,475,0.05,300,214,86,0.714,400,55,345,0.138,250,20,230,0.084,200,17,183,0.089,600,358,242,0.597,2250,689,1561,0.306
2023-01-03 01:00:00,1,1,1,0,0,clear,0,500,25,475,0.05,300,163,137,0.546,400,31,369,0.08,250,12,238,0.05,200,10,190,0.05,600,308,292,0.514,2250,549,1701,0.244
2023-01-03 02:00:00,2,1,1,0,1,rain,0,500,48,452,0.097,300,160,140,0.535,400,62,338,0.155,250,12,238,0.05,200,10,190,0.053,600,131,469,0.219,2250,423,1827,0.188
2023-01-03 03:00:00,3,1,1,0,1,rain,0,500,25,475,0.05,300,142,158,0.476,400,41,359,0.104,250,12,238,0.05,200,10,190,0.05,600,171,429,0.287,2250,401,1849,0.178
2023-01-03 04:00:00,4,1,1,0,0,clear,0,500,48,452,0.098,300,152,148,0.509,400,75,325,0.188,250,19,231,0.08,200,10,190,0.05,600,255,345,0.426,2250,559,1691,0.248
2023-01-03 05:00:00,5,1,1,0,0,clear,0,500,38,462,0.076,300,168,132,0.561,400,24,376,0.06,250,12,238,0.05,200,15,185,0.075,600,211,389,0.352,2250,468,1782,0.208
2023-01-03 06:00:00,6,1,1,0,0,clear,0,500,299,201,0.6,300,147,153,0.493,400,61,339,0.153,250,64,186,0.258,200,76,124,0.383,600,243,357,0.406,2250,890,1360,0.396
2023-01-03 07:00:00,7,1,1,0,0,clear,0,500,314,186,0.629,300,153,147,0.511,400,44,356,0.111,250,145,105,0.581,200,78,122,0.392,600,223,377,0.372,2250,957,1293,0.425
2023-01-03 08:00:00,8,1,1,0,2,heavy_rain,0,500,213,287,0.426,300,137,163,0.457,400,159,241,0.4,250,100,150,0.404,200,52,148,0.261,600,137,463,0.229,2250,798,1452,0.355
2023-01-03 09:00:00,9,1,1,0,0,clear,0,500,418,82,0.837,300,211,89,0.704,400,294,106,0.737,250,203,47,0.814,200,105,95,0.528,600,137,463,0.229,2250,1368,882,0.608
2023-01-03 10:00:00,10,1,1,0,0,clear,0,500,411,89,0.823,300,198,102,0.661,400,297,103,0.743,250,113,137,0.452,200,87,113,0.437,600,260,340,0.434,2250,1366,884,0.607
2023-01-03 11:00:00,11,1,1,0,0,clear,0,500,374,126,0.748,300,191,109,0.639,400,293,107,0.733,250,110,140,0.443,200,132,68,0.662,600,243,357,0.405,2250,1343,907,0.597
2023-01-03 12:00:00,12,1,1,0,0,clear,0,500,486,14,0.973,300,163,137,0.544,400,332,68,0.83,250,122,128,0.49,200,127,73,0.638,600,246,354,0.411,2250,1476,774,0.656
2023-01-03 13:00:00,13,1,1,0,0,clear,0,500,459,41,0.918,300,153,147,0.513,400,349,51,0.873,250,125,125,0.504,200,115,85,0.575,600,297,303,0.496,2250,1498,752,0.666
2023-01-03 14:00:00,14,1,1,0,1,rain,0,500,306,194,0.613,300,107,193,0.357,400,269,131,0.673,250,89,161,0.359,200,86,114,0.432,600,169,431,0.282,2250,1026,1224,0.456
2023-01-03 15:00:00,15,1,1,0,0,clear,0,500,386,114,0.773,300,188,112,0.629,400,285,115,0.715,250,86,164,0.344,200,107,93,0.535,600,328,272,0.547,2250,1380,870,0.613
2023-01-03 16:00:00,16,1,1,0,0,clear,0,500,358,142,0.718,300,171,129,0.573,400,303,97,0.758,250,74,176,0.299,200,117,83,0.588,600,212,388,0.354,2250,1235,1015,0.549
2023-01-03 17:00:00,17,1,1,0,1,rain,1,500,495,5,0.99,300,180,120,0.602,400,396,4,0.99,250,233,17,0.935,200,132,68,0.662,600,293,307,0.488,2250,1729,521,0.768
2023-01-03 18:00:00,18,1,1,0,0,clear,0,500,487,13,0.974,300,128,172,0.429,400,360,40,0.902,250,223,27,0.893,200,138,62,0.692,600,320,280,0.535,2250,1656,594,0.736
2023-01-03 19:00:00,19,1,1,0,0,clear,0,500,486,14,0.973,300,197,103,0.659,400,61,339,0.154,250,226,24,0.905,200,131,69,0.656,600,231,369,0.387,2250,1332,918,0.592
2023-01-03 20:00:00,20,1,1,0,0,clear,0,500,355,145,0.711,300,155,145,0.517,400,62,338,0.156,250,85,165,0.343,200,110,90,0.55,600,181,419,0.303,2250,948,1302,0.421
2023-01-03 21:00:00,21,1,1,0,0,clear,0,500,347,153,0.695,300,146,154,0.49,400,44,356,0.112,250,75,175,0.301,200,112,88,0.563,600,297,303,0.495,2250,1021,1229,0.454
2023-01-03 22:00:00,22,1,1,0,0,clear,0,500,127,373,0.255,300,150,150,0.503,400,70,330,0.175,250,12,238,0.05,200,36,164,0.182,600,211,389,0.353,2250,606,1644,0.269
2023-01-03 23:00:00,23,1,1,0,1,rain,0,500,84,416,0.168,300,142,158,0.476,400,63,337,0.159,250,30,220,0.123,200,21,179,0.109,600,166,434,0.278,2250,506,1744,0.225
2023-01-04 00:00:00,0,2,1,0,0,clear,0,500,41,459,0.083,300,175,125,0.583,400,32,368,0.08,250,12,238,0.05,200,20,180,0.103,600,243,357,0.406,2250,523,1727,0.232
2023-01-04 01:00:00,1,2,1,0,0,clear,0,500,60,440,0.12,300,163,137,0.544,400,68,332,0.171,250,13,237,0.053,200,25,175,0.128,600,238,362,0.397,2250,567,1683,0.252
2023-01-04 02:00:00,2,2,1,0,0,clear,1,500,78,422,0.158,300,176,124,0.589,400,93,307,0.233,250,19,231,0.08,200,17,183,0.086,600,310,290,0.517,2250,693,1557,0.308
2023-01-04 03:00:00,3,2,1,0,0,clear,0,500,59,441,0.119,300,166,134,0.556,400,26,374,0.066,250,26,224,0.106,200,19,181,0.097,600,267,333,0.446,2250,563,1687,0.25
2023-01-04 04:00:00,4,2,1,0,1,rain,0,500,25,475,0.05,300,123,177,0.413,400,51,349,0.129,250,18,232,0.072,200,10,190,0.05,600,177,423,0.296,2250,404,1846,0.18
2023-01-04 05:00:00,5,2,1,0,0,clear,0,500,31,469,0.063,300,141,159,0.471,400,81,319,0.203,250,12,238,0.05,200,40,160,0.205,600,250,350,0.418,2250,555,1695,0.247
2023-01-04 06:00:00,6,2,1,0,1,rain,0,500,241,259,0.484,300,186,114,0.621,400,49,351,0.123,250,78,172,0.314,200,61,139,0.306,600,247,353,0.413,2250,862,1388,0.383
2023-01-04 07:00:00,7,2,1,0,1,rain,0,500,273,227,0.548,300,150,150,0.501,400,70,330,0.177,250,125,125,0.501,200,52,148,0.263,600,169,431,0.282,2250,839,1411,0.373
2023-01-04 08:00:00,8,2,1,0,2,heavy_rain,0,500,209,291,0.418,300,128,172,0.43,400,128,272,0.32,250,101,149,0.406,200,62,138,0.312,600,205,395,0.343,2250,833,1417,0.37
2023-01-04 09:00:00,9,2,1,0,1,rain,0,500,347,153,0.695,300,135,165,0.453,400,260,140,0.651,250,163,87,0.654,200,80,120,0.402,600,199,401,0.332,2250,1184,1066,0.526
2023-01-04 10:00:00,10,2,1,0,2,heavy_rain,0,500,286,214,0.573,300,127,173,0.424,400,211,189,0.529,250,83,167,0.335,200,71,129,0.358,600,149,451,0.249,2250,927,1323,0.412
2023-01-04 11:00:00,11,2,1,0,0,clear,0,500,416,84,0.833,300,185,115,0.619,400,283,117,0.709,250,100,150,0.402,200,105,95,0.526,600,280,320,0.467,2250,1369,881,0.608
2023-01-04 12:00:00,12,2,1,0,0,clear,0,500,472,28,0.945,300,184,116,0.616,400,362,38,0.907,250,109,141,0.44,200,138,62,0.692,600,289,311,0.483,2250,1554,696,0.691
2023-01-04 13:00:00,13,2,1,0,1,rain,0,500,384,116,0.77,300,185,115,0.619,400,279,121,0.7,250,93,157,0.375,200,102,98,0.514,600,133,467,0.222,2250,1176,1074,0.523
2023-01-04 14:00:00,14,2,1,0,0,clear,0,500,382,118,0.766,300,198,102,0.663,400,261,139,0.653,250,108,142,0.433,200,100,100,0.501,600,248,352,0.415,2250,1297,953,0.576
2023-01-04 15:00:00,15,2,1,0,1,rain,0,500,330,170,0.66,300,156,144,0.521,400,288,112,0.721,250,73,177,0.294,200,81,119,0.408,600,162,438,0.271,2250,1090,1160,0.484
2023-01-04 16:00:00,16,2,1,0,1,rain,0,500,361,139,0.723,300,128,172,0.428,400,248,152,0.621,250,74,176,0.298,200,93,107,0.466,600,155,445,0.259,2250,1059,1191,0.471
2023-01-04 17:00:00,17,2,1,0,0,clear,0,500,477,23,0.956,300,172,128,0.574,400,368,32,0.921,250,234,16,0.937,200,151,49,0.758,600,200,400,0.335,2250,1602,648,0.712
2023-01-04 18:00:00,18,2,1,0,0,clear,0,500,492,8,0.985,300,186,114,0.623,400,366,34,0.915,250,225,25,0.903,200,143,57,0.717,600,291,309,0.486,2250,1703,547,0.757
2023-01-04 19:00:00,19,2,1,0,1,rain,0,500,436,64,0.873,300,174,126,0.583,400,44,356,0.11,250,199,51,0.798,200,122,78,0.614,600,232,368,0.387,2250,1207,1043,0.536
2023-01-04 20:00:00,20,2,1,0,1,rain,0,500,337,163,0.675,300,151,149,0.503,400,54,346,0.135,250,90,160,0.363,200,72,128,0.363,600,193,407,0.322,2250,897,1353,0.399
2023-01-04 21:00:00,21,2,1,0,1,rain,0,500,307,193,0.615,300,126,174,0.423,400,66,334,0.165,250,83,167,0.335,200,102,98,0.512,600,194,406,0.324,2250,878,1372,0.39
2023-01-04 22:00:00,22,2,1,0,1,rain,0,500,90,410,0.182,300,158,142,0.529,400,54,346,0.137,250,17,233,0.071,200,26,174,0.134,600,192,408,0.321,2250,537,1713,0.239
2023-01-04 23:00:00,23,2,1,0,0,clear,0,500,139,361,0.279,300,145,155,0.485,400,67,333,0.17,250,46,204,0.188,200,28,172,0.143,600,269,331,0.449,2250,694,1556,0.308
2023-01-05 00:00:00,0,3,1,0,0,clear,0,500,25,475,0.05,300,152,148,0.507,400,50,350,0.126,250,12,238,0.05,200,21,179,0.108,600,220,380,0.368,2250,480,1770,0.213
2023-01-05 01:00:00,1,3,1,0,1,rain,0,500,62,438,0.126,300,173,127,0.578,400,29,371,0.075,250,12,238,0.05,200,10,190,0.05,600,201,399,0.336,2250,487,1763,0.216
2023-01-05 02:00:00,2,3,1,0,1,rain,0,500,25,475,0.05,300,160,140,0.535,400,73,327,0.184,250,15,235,0.064,200,16,184,0.085,600,223,377,0.373,2250,512,1738,0.228
2023-01-05 03:00:00,3,3,1,0,1,rain,0,500,51,449,0.103,300,152,148,0.509,400,80,320,0.2,250,12,238,0.05,200,30,170,0.152,600,151,449,0.253,2250,476,1774,0.212
2023-01-05 04:00:00,4,3,1,0,0,clear,0,500,75,425,0.152,300,157,143,0.526,400,22,378,0.056,250,12,238,0.05,200,10,190,0.05,600,204,396,0.341,2250,480,1770,0.213
2023-01-05 05:00:00,5,3,1,0,1,rain,0,500,25,475,0.05,300,146,154,0.487,400,28,372,0.07,250,30,220,0.122,200,21,179,0.106,600,190,410,0.318,2250,440,1810,0.196
2023-01-05 06:00:00,6,3,1,0,0,clear,0,500,295,205,0.59,300,149,151,0.497,400,54,346,0.137,250,97,153,0.391,200,86,114,0.434,600,229,371,0.383,2250,910,1340,0.404
2023-01-05 07:00:00,7,3,1,0,0,clear,0,500,336,164,0.673,300,184,116,0.616,400,47,353,0.118,250,146,104,0.588,200,84,116,0.422,600,276,324,0.461,2250,1073,1177,0.477
2023-01-05 08:00:00,8,3,1,0,0,clear,0,500,334,166,0.669,300,206,94,0.687,400,207,193,0.518,250,159,91,0.639,200,82,118,0.412,600,195,405,0.326,2250,1183,1067,0.526
2023-01-05 09:00:00,9,3,1,0,1,rain,0,500,362,138,0.725,300,140,160,0.468,400,299,101,0.748,250,181,69,0.727,200,97,103,0.488,600,200,400,0.334,2250,1279,971,0.568
2023-01-05 10:00:00,10,3,1,0,0,clear,0,500,404,96,0.809,300,158,142,0.527,400,314,86,0.786,250,96,154,0.387,200,125,75,0.627,600,148,452,0.248,2250,1245,1005,0.553
2023-01-05 11:00:00,11,3,1,0,2,heavy_rain,1,500,379,121,0.759,300,194,106,0.647,400,265,135,0.663,250,106,144,0.428,200,99,101,0.497,600,231,369,0.385,2250,1274,976,0.566
2023-01-05 12:00:00,12,3,1,0,0,clear,0,500,495,5,0.99,300,180,120,0.601,400,349,51,0.874,250,122,128,0.491,200,126,74,0.634,600,193,407,0.322,2250,1465,785,0.651
2023-01-05 13:00:00,13,3,1,0,2,heavy_rain,0,500,325,175,0.651,300,139,161,0.464,400,231,169,0.579,250,91,159,0.365,200,58,142,0.292,600,133,467,0.223,2250,977,1273,0.434
2023-01-05 14:00:00,14,3,1,0,0,clear,0,500,351,149,0.703,300,179,121,0.6,400,288,112,0.721,250,95,155,0.381,200,107,93,0.535,600,194,406,0.323,2250,1214,1036,0.54
2023-01-05 15:00:00,15,3,1,0,0,clear,0,500,344,156,0.689,300,189,111,0.633,400,298,102,0.746,250,91,159,0.366,200,98,102,0.494,600,282,318,0.471,2250,1302,948,0.579
2023-01-05 16:00:00,16,3,1,0,1,rain,0,500,351,149,0.704,300,145,155,0.485,400,235,165,0.588,250,80,170,0.323,200,86,114,0.433,600,216,384,0.36,2250,1113,1137,0.495
2023-01-05 17:00:00,17,3,1,0,0,clear,0,500,495,5,0.99,300,172,128,0.576,400,321,79,0.804,250,237,13,0.95,200,134,66,0.675,600,173,427,0.29,2250,1532,718,0.681
2023-01-05 18:00:00,18,3,1,0,0,clear,0,500,495,5,0.99,300,169,131,0.563,400,340,60,0.852,250,218,32,0.873,200,150,50,0.753,600,230,370,0.385,2250,1602,648,0.712
2023-01-05 19:00:00,19,3,1,0,1,rain,0,500,423,77,0.846,300,186,114,0.622,400,50,350,0.125,250,194,56,0.779,200,122,78,0.612,600,260,340,0.434,2250,1235,1015,0.549
2023-01-05 20:00:00,20,3,1,0,0,clear,0,500,397,103,0.794,300,163,137,0.543,400,45,355,0.113,250,88,162,0.353,200,98,102,0.491,600,252,348,0.421,2250,1043,1207,0.464
2023-01-05 21:00:00,21,3,1,0,0,clear,0,500,350,150,0.7,300,202,98,0.675,400,35,365,0.089,250,96,154,0.386,200,102,98,0.51,600,262,338,0.437,2250,1047,1203,0.465
2023-01-05 22:00:00,22,3,1,0,1,rain,0,500,88,412,0.178,300,130,170,0.435,400,22,378,0.056,250,43,207,0.173,200,16,184,0.082,600,105,495,0.175,2250,404,1846,0.18
2023-01-05 23:00:00,23,3,1,0,0,clear,0,500,150,350,0.301,300,174,126,0.583,400,105,295,0.263,250,39,211,0.159,200,25,175,0.13,600,222,378,0.37,2250,715,1535,0.318
2023-01-06 00:00:00,0,4,1,0,0,clear,0,500,25,475,0.05,300,167,133,0.559,400,109,291,0.273,250,31,219,0.124,200,20,180,0.101,600,274,326,0.457,2250,626,1624,0.278
2023-01-06 01:00:00,1,4,1,0,2,heavy_rain,1,500,68,432,0.138,300,161,139,0.539,400,53,347,0.134,250,12,238,0.05,200,10,190,0.052,600,159,441,0.265,2250,463,1787,0.206
2023-01-06 02:00:00,2,4,1,0,0,clear,0,500,59,441,0.119,300,203,97,0.679,400,28,372,0.072,250,12,238,0.05,200,24,176,0.12,600,193,407,0.322,2250,519,1731,0.231
2023-01-06 03:00:00,3,4,1,0,0,clear,0,500,57,443,0.115,300,147,153,0.491,400,66,334,0.167,250,12,238,0.05,200,19,181,0.095,600,246,354,0.41,2250,547,1703,0.243
2023-01-06 04:00:00,4,4,1,0,1,rain,0,500,49,451,0.099,300,144,156,0.48,400,62,338,0.155,250,12,238,0.05,200,12,188,0.064,600,157,443,0.262,2250,436,1814,0.194
2023-01-06 05:00:00,5,4,1,0,1,rain,0,500,25,475,0.05,300,128,172,0.429,400,69,331,0.173,250,12,238,0.05,200,24,176,0.124,600,186,414,0.311,2250,444,1806,0.197
2023-01-06 06:00:00,6,4,1,0,1,rain,0,500,226,274,0.453,300,159,141,0.532,400,59,341,0.149,250,61,189,0.247,200,67,133,0.335,600,192,408,0.321,2250,764,1486,0.34
2023-01-06 07:00:00,7,4,1,0,1,rain,0,500,242,258,0.485,300,131,169,0.437,400,102,298,0.257,250,107,143,0.43,200,84,116,0.424,600,222,378,0.371,2250,888,1362,0.395
2023-01-06 08:00:00,8,4,1,0,1,rain,0,500,270,230,0.541,300,158,142,0.527,400,183,217,0.46,250,110,140,0.441,200,58,142,0.291,600,141,459,0.237,2250,920,1330,0.409
2023-01-06 09:00:00,9,4,1,0,0,clear,0,500,416,84,0.834,300,158,142,0.528,400,318,82,0.795,250,163,87,0.654,200,113,87,0.567,600,231,369,0.386,2250,1399,851,0.622
2023-01-06 10:00:00,10,4,1,0,2,heavy_rain,0,500,329,171,0.659,300,113,187,0.38,400,209,191,0.525,250,78,172,0.316,200,77,123,0.387,600,145,455,0.242,2250,951,1299,0.423
2023-01-06 11:00:00,11,4,1,0,0,clear,0,500,408,92,0.816,300,150,150,0.502,400,326,74,0.815,250,116,134,0.466,200,115,85,0.578,600,187,413,0.312,2250,1302,948,0.579
2023-01-06 12:00:00,12,4,1,0,2,heavy_rain,0,500,356,144,0.713,300,156,144,0.523,400,246,154,0.617,250,83,167,0.336,200,83,117,0.419,600,159,441,0.266,2250,1083,1167,0.481
2023-01-06 13:00:00,13,4,1,0,1,rain,0,500,376,124,0.753,300,105,195,0.351,400,300,100,0.751,250,85,165,0.341,200,84,116,0.42,600,280,320,0.468,2250,1230,1020,0.547
